sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
2081,saturation,medium,"[41,40,6,50.0,0.0,0.0]",1640,41,40,6,50.0,0.0,verified,False,True,0.9991061436188322,0.9655014265740707,0.8283922144458897,0.8257168993357993,0.07191783970430639,250618,43008,812,coverage_pass
2082,saturation,medium,"[40,41,8,50.0,0.0,0.0]",1640,40,41,8,50.0,0.0,rejected,True,False,0.9981509050414858,0.9548337653428911,0.8173673750191103,0.8170051498341967,0.06227971333244046,130820,23892,58,coverage_upper_bound
2083,saturation,medium,"[41,40,27,50.0,0.0,0.0]",1640,41,40,27,50.0,0.0,verified,False,True,0.9994676070058652,0.9782261994108278,0.7488520662806948,0.745933261742831,0.09389112890091106,250450,62900,980,coverage_pass
2084,saturation,medium,"[41,40,25,50.0,0.0,0.0]",1640,41,40,25,50.0,0.0,verified,False,True,0.9991578069889726,0.9680988059121438,0.7595816583115781,0.7545002585212583,0.08951490333884761,249748,60044,1682,coverage_pass
2085,saturation,medium,"[41,40,35,50.0,0.0,0.0]",1640,41,40,35,50.0,0.0,verified,False,True,0.9999999999992907,0.9907513830084208,0.7700672155271845,0.7700672155271845,0.09883265627826801,251430,57812,0,coverage_pass
2086,saturation,medium,"[40,41,6,50.0,0.0,0.0]",1640,40,41,6,50.0,0.0,rejected,True,False,0.9987347381036014,0.9646744289679229,0.8215040435648393,0.8212620737987142,0.0725095441291394,196856,35138,58,coverage_upper_bound
2087,saturation,medium,"[40,41,25,50.0,0.0,0.0]",1640,40,41,25,50.0,0.0,verified,False,True,0.9998422659003844,0.9815923233572587,0.7431094141510559,0.7431094141510559,0.09392754760284336,251430,64590,0,coverage_pass
2088,saturation,medium,"[40,41,7,50.0,0.0,0.0]",1640,40,41,7,50.0,0.0,verified,False,True,0.9998472704353155,0.9602199789956195,0.831436185021676,0.831436185021676,0.06793808209252761,251430,42382,0,coverage_pass
2089,saturation,medium,"[41,40,36,50.0,0.0,0.0]",1640,41,40,36,50.0,0.0,verified,False,True,0.9999999999992907,0.9903462732708632,0.797192061408742,0.797192061408742,0.08285377553043304,251430,50992,0,coverage_pass
2090,saturation,medium,"[40,41,20,50.0,0.0,0.0]",1640,40,41,20,50.0,0.0,rejected,True,False,0.9974499379469831,0.9580306081578784,0.7876392057647563,0.7717574147853032,0.07776212941611733,88538,18802,1822,coverage_upper_bound
2091,saturation,medium,"[41,40,37,50.0,0.0,0.0]",1640,41,40,37,50.0,0.0,verified,False,True,0.999820765256024,0.990550916153811,0.8096408543133278,0.8096408543133278,0.08023464541714403,251430,47862,0,coverage_pass
2092,saturation,medium,"[41,40,7,50.0,0.0,0.0]",1640,41,40,7,50.0,0.0,rejected,True,False,0.9979383041554185,0.9613795767139564,0.8167226963192828,0.8167226963192828,0.062383809784079605,116010,21262,0,coverage_upper_bound
2093,saturation,medium,"[40,41,9,50.0,0.0,0.0]",1640,40,41,9,50.0,0.0,rejected,True,False,0.9974810781199384,0.9515280247802909,0.8144509791249273,0.8144509791249273,0.06410615616401794,92838,17226,0,coverage_upper_bound
2094,saturation,medium,"[40,41,5,50.0,0.0,0.0]",1640,40,41,5,50.0,0.0,verified,False,True,0.9993577162806997,0.970278179449522,0.8219479174962172,0.8209998806824961,0.06569250202910736,251140,44716,290,coverage_pass
2095,saturation,medium,"[40,41,28,50.0,0.0,0.0]",1640,40,41,28,50.0,0.0,verified,False,True,0.9999514626107714,0.9912304299661495,0.7368571769478582,0.7368571769478582,0.10068434565103047,251430,66162,0,coverage_pass
2096,saturation,medium,"[41,40,9,50.0,0.0,0.0]",1640,41,40,9,50.0,0.0,rejected,True,False,0.9974117470090131,0.9488293797476518,0.8110285420990382,0.8110285420990382,0.06830262252942472,89622,16936,0,coverage_upper_bound
2097,saturation,medium,"[41,40,10,50.0,0.0,0.0]",1640,41,40,10,50.0,0.0,rejected,True,False,0.997221556048231,0.945058583252505,0.8119153729369705,0.7996768202976148,0.062237570065659616,81676,15362,1250,coverage_upper_bound
2098,saturation,medium,"[41,40,22,50.0,0.0,0.0]",1640,41,40,22,50.0,0.0,rejected,True,False,0.9974236915168101,0.9420317309456041,0.7793881202019973,0.7617751217352811,0.07794460354077179,88318,19484,2042,coverage_upper_bound
2099,saturation,medium,"[41,40,11,50.0,0.0,0.0]",1640,41,40,11,50.0,0.0,rejected,True,False,0.9973166422999072,0.938000268267766,0.8068479495560655,0.8068479495560655,0.058247139169419315,86274,16664,0,coverage_upper_bound
2100,saturation,medium,"[41,40,30,50.0,0.0,0.0]",1640,41,40,30,50.0,0.0,verified,False,True,0.9999999999992907,0.9867611512184827,0.73431969136539,0.73431969136539,0.10282543132002968,251430,66800,0,coverage_pass
2101,saturation,medium,"[41,40,31,50.0,0.0,0.0]",1640,41,40,31,50.0,0.0,verified,False,True,0.9998980658540781,0.9885129616646736,0.7291015391958,0.7291015391958,0.09594698934196813,251430,68112,0,coverage_pass
2102,saturation,medium,"[41,40,8,50.0,0.0,0.0]",1640,41,40,8,50.0,0.0,rejected,True,False,0.9989287911902013,0.9549524570616755,0.8251170571445817,0.8175526733992926,0.06966987373813384,231938,40562,2146,coverage_upper_bound
2103,saturation,medium,"[40,41,30,50.0,0.0,0.0]",1640,40,41,30,50.0,0.0,verified,False,True,0.9999220152532109,0.9925911816283692,0.7252038340691246,0.7252038340691246,0.10612811001255397,251430,69092,0,coverage_pass
2104,saturation,medium,"[41,40,32,50.0,0.0,0.0]",1640,41,40,32,50.0,0.0,verified,False,True,0.9999635141161729,0.9890148413138846,0.7257686035874796,0.7257686035874796,0.0645810047470169,251430,68950,0,coverage_pass
2105,saturation,medium,"[40,41,29,50.0,0.0,0.0]",1640,40,41,29,50.0,0.0,verified,False,True,0.9999999999992907,0.9909650167193821,0.7310424372588792,0.7310424372588792,0.10268322812719868,251430,67624,0,coverage_pass
2106,saturation,medium,"[40,41,10,50.0,0.0,0.0]",1640,40,41,10,50.0,0.0,rejected,True,False,0.996016840395562,0.948465914545021,0.7816276894293732,0.7728079911209766,0.06776030890072482,53450,11672,610,coverage_upper_bound
2107,saturation,medium,"[40,41,31,50.0,0.0,0.0]",1640,40,41,31,50.0,0.0,verified,False,True,0.9999999999992907,0.9919380568498681,0.7202322714075489,0.7202322714075489,0.11165446176979016,251430,70342,0,coverage_pass
2108,saturation,medium,"[41,40,33,50.0,0.0,0.0]",1640,41,40,33,50.0,0.0,verified,False,True,0.9995762194270122,0.9902361478011885,0.718999323867478,0.718999323867478,0.11098270838633605,251430,70652,0,coverage_pass
2109,saturation,medium,"[41,40,21,50.0,0.0,0.0]",1640,41,40,21,50.0,0.0,rejected,True,False,0.9941940072404081,0.9435509923933174,0.7587639574136588,0.7164398675983817,0.07954820227446814,30808,7432,1820,coverage_upper_bound
2110,saturation,medium,"[40,41,19,50.0,0.0,0.0]",1640,40,41,19,50.0,0.0,rejected,True,False,0.9922759830358903,0.9442655928994382,0.7314090019569471,0.6843358051817267,0.07915169684239852,20440,5490,1406,coverage_upper_bound
2111,saturation,medium,"[40,41,11,50.0,0.0,0.0]",1640,40,41,11,50.0,0.0,rejected,True,False,0.9955772643387082,0.9439870841823467,0.7849209460342349,0.7588428499242041,0.045784113209930165,45918,9876,1578,coverage_upper_bound
2112,saturation,medium,"[40,41,32,50.0,0.0,0.0]",1640,40,41,32,50.0,0.0,verified,False,True,0.9999666114519108,0.9936458694886504,0.712468679155232,0.712468679155232,0.10361032910369804,251430,72294,0,coverage_pass
2113,saturation,medium,"[41,40,13,50.0,0.0,0.0]",1640,41,40,13,50.0,0.0,rejected,True,False,0.9918669397753278,0.9240534992044303,0.7084249890013199,0.6651177199504337,0.045495528121805795,18184,5302,1184,coverage_upper_bound
2114,saturation,medium,"[41,40,12,50.0,0.0,0.0]",1640,41,40,12,50.0,0.0,rejected,True,False,0.9955013730274404,0.9321843709727244,0.7756424192356189,0.7651953845493931,0.05834240271846831,45998,10320,628,coverage_upper_bound
2115,saturation,medium,"[41,40,34,50.0,0.0,0.0]",1640,41,40,34,50.0,0.0,verified,False,True,0.9999999999992907,0.9904477471025587,0.706820983971682,0.706820983971682,0.11714309786846118,251430,73714,0,coverage_pass
2116,saturation,medium,"[40,41,18,50.0,0.0,0.0]",1640,40,41,18,50.0,0.0,rejected,True,False,0.9916293050880196,0.9471335144144284,0.7204518430439952,0.655097848416045,0.07089775853488679,16820,4702,1678,coverage_upper_bound
2117,saturation,medium,"[40,41,12,50.0,0.0,0.0]",1640,40,41,12,50.0,0.0,rejected,True,False,0.9912838230631862,0.9335700250757611,0.6984984984984985,0.6548423423423423,0.06380962806962108,16650,5020,1110,coverage_upper_bound
2118,saturation,medium,"[41,40,14,50.0,0.0,0.0]",1640,41,40,14,50.0,0.0,rejected,True,False,0.9906105162995015,0.9251923133572946,0.6734839053885826,0.49561575709985606,0.06139330463215605,11246,3672,4036,coverage_upper_bound
2119,saturation,high,"[40,41,7,50.0,0.0,0.0]",1640,40,41,7,50.0,0.0,verified,False,True,0.9998472704353155,0.9602199789956195,0.831436185021676,0.831436185021676,0.06793808209252761,251430,42382,0,coverage_pass
2120,saturation,high,"[40,41,4,50.0,0.0,0.0]",1640,40,41,4,50.0,0.0,verified,False,True,0.9995582329224116,0.9727156610960471,0.8274032111770603,0.8272123453844012,0.07109433217945096,251372,43386,58,coverage_pass
2121,saturation,high,"[41,40,6,50.0,0.0,0.0]",1640,41,40,6,50.0,0.0,verified,False,True,0.9991061436188322,0.9655014265740707,0.8283922144458897,0.8257168993357993,0.07191783970430639,250618,43008,812,coverage_pass
2122,saturation,high,"[41,40,4,50.0,0.0,0.0]",1640,41,40,4,50.0,0.0,verified,False,True,0.999565035014184,0.9747440471528827,0.8210635166845643,0.8210635166845643,0.0817118003488072,251430,44990,0,coverage_pass
2123,saturation,high,"[40,41,5,50.0,0.0,0.0]",1640,40,41,5,50.0,0.0,verified,False,True,0.9993577162806997,0.970278179449522,0.8219479174962172,0.8209998806824961,0.06569250202910736,251140,44716,290,coverage_pass
2124,saturation,high,"[40,41,2,50.0,0.0,0.0]",1640,40,41,2,50.0,0.0,verified,False,True,0.9999803722818964,0.9814039718090769,0.8181261238324078,0.8179373980829654,0.06650879554309956,251372,45718,58,coverage_pass
2125,saturation,high,"[40,41,3,50.0,0.0,0.0]",1640,40,41,3,50.0,0.0,verified,False,True,0.9999385313026775,0.9809027494380539,0.8180942984898875,0.8179055800819314,0.07323207578277716,251372,45726,58,coverage_pass
2126,saturation,high,"[40,41,36,50.0,0.0,0.0]",1640,40,41,36,50.0,0.0,verified,False,True,0.9998977081370167,0.993808555135008,0.8137533309469832,0.8137533309469832,0.07742188611893425,251430,46828,0,coverage_pass
2127,saturation,high,"[40,41,1,50.0,0.0,0.0]",1640,40,41,1,50.0,0.0,verified,False,True,0.9999999999992907,0.989339066466515,0.8134112874358669,0.8134112874358669,0.07216005351601917,251430,46914,0,coverage_pass
2128,saturation,high,"[41,40,3,50.0,0.0,0.0]",1640,41,40,3,50.0,0.0,verified,False,True,0.9995191122153234,0.9829240447731161,0.8125760649087221,0.8125760649087221,0.06420112956861006,251430,47124,0,coverage_pass
2129,saturation,high,"[40,41,37,50.0,0.0,0.0]",1640,40,41,37,50.0,0.0,verified,False,True,0.9999025791780772,0.9933580733630087,0.8120431133914012,0.8120431133914012,0.07684914096355029,251430,47258,0,coverage_pass
2130,saturation,high,"[41,40,2,50.0,0.0,0.0]",1640,41,40,2,50.0,0.0,verified,False,True,0.9999999999992907,0.9810362186977851,0.8117726603826114,0.8117726603826114,0.07334436346148714,251430,47326,0,coverage_pass
2131,saturation,high,"[41,40,39,50.0,0.0,0.0]",1640,41,40,39,50.0,0.0,verified,False,True,0.9999999999992907,0.9893498514958196,0.8110885733603787,0.8110885733603787,0.07680642825740225,251430,47498,0,coverage_pass
2132,saturation,high,"[41,40,38,50.0,0.0,0.0]",1640,41,40,38,50.0,0.0,verified,False,True,0.9999079605365316,0.9905437033964336,0.8106510758461599,0.8106510758461599,0.08504719375676147,251430,47608,0,coverage_pass
2133,saturation,high,"[41,40,40,50.0,0.0,0.0]",1640,41,40,40,50.0,0.0,verified,False,True,0.9999759428915387,0.9893045979329624,0.8102613053334924,0.8102613053334924,0.07879488821649928,251430,47706,0,coverage_pass
2134,saturation,high,"[41,40,0,50.0,0.0,0.0]",1640,41,40,0,50.0,0.0,verified,False,True,0.999995093069942,0.9861139073946762,0.8101697882023455,0.8099828978244442,0.0741626293360578,251372,47718,58,coverage_pass
2135,saturation,high,"[40,41,33,50.0,0.0,0.0]",1640,40,41,33,50.0,0.0,verified,False,True,0.9999999999992907,0.993174960945627,0.8099749433241856,0.8099749433241856,0.09478872488658785,251430,47778,0,coverage_pass
2136,saturation,high,"[40,41,39,50.0,0.0,0.0]",1640,40,41,39,50.0,0.0,verified,False,True,0.9997610125600098,0.9918870494412781,0.8099669888239271,0.8099669888239271,0.07073351048732344,251430,47780,0,coverage_pass
2137,saturation,high,"[41,40,37,50.0,0.0,0.0]",1640,41,40,37,50.0,0.0,verified,False,True,0.999820765256024,0.990550916153811,0.8096408543133278,0.8096408543133278,0.08023464541714403,251430,47862,0,coverage_pass
2138,saturation,high,"[41,40,1,50.0,0.0,0.0]",1640,41,40,1,50.0,0.0,verified,False,True,0.9999999999992907,0.9884121028127618,0.8090363122936801,0.8090363122936801,0.07382608606813651,251430,48014,0,coverage_pass
2139,saturation,high,"[40,41,0,50.0,0.0,0.0]",1640,40,41,0,50.0,0.0,verified,False,True,0.9999999999992907,0.9866588574345877,0.8090124487929046,0.8090124487929046,0.0695093924150763,251430,48020,0,coverage_pass
2140,saturation,high,"[40,41,35,50.0,0.0,0.0]",1640,40,41,35,50.0,0.0,verified,False,True,0.9999999999992907,0.9932396290730842,0.8088931312890267,0.8088931312890267,0.08157034439375191,251430,48050,0,coverage_pass
2141,saturation,high,"[40,41,38,50.0,0.0,0.0]",1640,40,41,38,50.0,0.0,verified,False,True,0.9999999999992907,0.9918895812642194,0.8083999522729984,0.8083999522729984,0.07151016200456009,251430,48174,0,coverage_pass
2142,saturation,high,"[40,41,34,50.0,0.0,0.0]",1640,40,41,34,50.0,0.0,verified,False,True,0.9999999999992907,0.9940785128144218,0.807676092749473,0.807676092749473,0.0793073556742744,251430,48356,0,coverage_pass
2143,saturation,high,"[41,40,36,50.0,0.0,0.0]",1640,41,40,36,50.0,0.0,verified,False,True,0.9999999999992907,0.9903462732708632,0.797192061408742,0.797192061408742,0.08285377553043304,251430,50992,0,coverage_pass
2144,saturation,high,"[41,40,35,50.0,0.0,0.0]",1640,41,40,35,50.0,0.0,verified,False,True,0.9999999999992907,0.9907513830084208,0.7700672155271845,0.7700672155271845,0.09883265627826801,251430,57812,0,coverage_pass
2145,saturation,high,"[40,41,22,50.0,0.0,0.0]",1640,40,41,22,50.0,0.0,verified,False,True,0.9994186940639865,0.9677819558407434,0.7648967903591457,0.7648967903591457,0.08366098988432882,251430,59112,0,coverage_pass
2146,saturation,high,"[40,41,23,50.0,0.0,0.0]",1640,40,41,23,50.0,0.0,verified,False,True,0.9999188624184284,0.9734188197806255,0.756600246589508,0.756600246589508,0.08705358272055817,251430,61198,0,coverage_pass
2147,saturation,high,"[41,40,25,50.0,0.0,0.0]",1640,41,40,25,50.0,0.0,verified,False,True,0.9991578069889726,0.9680988059121438,0.7595816583115781,0.7545002585212583,0.08951490333884761,249748,60044,1682,coverage_pass
2148,saturation,high,"[41,40,26,50.0,0.0,0.0]",1640,41,40,26,50.0,0.0,verified,False,True,0.9999442145313155,0.9745592321007873,0.75040369088812,0.75040369088812,0.09123527599093134,251430,62756,0,coverage_pass
2149,saturation,high,"[41,40,28,50.0,0.0,0.0]",1640,41,40,28,50.0,0.0,verified,False,True,0.9996603816286797,0.9813274138654804,0.748526428827109,0.748526428827109,0.08601611419591311,251430,63228,0,coverage_pass
2150,saturation,high,"[40,41,24,50.0,0.0,0.0]",1640,40,41,24,50.0,0.0,verified,False,True,0.9997732280887485,0.9769851785731318,0.7471980272839359,0.7471980272839359,0.08647630914870316,251430,63562,0,coverage_pass
2151,saturation,high,"[41,40,27,50.0,0.0,0.0]",1640,41,40,27,50.0,0.0,verified,False,True,0.9994676070058652,0.9782261994108278,0.7488520662806948,0.745933261742831,0.09389112890091106,250450,62900,980,coverage_pass
2152,saturation,high,"[41,40,29,50.0,0.0,0.0]",1640,41,40,29,50.0,0.0,verified,False,True,0.9999999999992907,0.9858433881237703,0.7445969056993994,0.7445969056993994,0.09797608982848524,251430,64216,0,coverage_pass
2153,saturation,high,"[40,41,26,50.0,0.0,0.0]",1640,40,41,26,50.0,0.0,verified,False,True,0.9999510803467136,0.9865861012243548,0.7445014516962972,0.7445014516962972,0.09289439303710502,251430,64240,0,coverage_pass
2154,saturation,high,"[40,41,25,50.0,0.0,0.0]",1640,40,41,25,50.0,0.0,verified,False,True,0.9998422659003844,0.9815923233572587,0.7431094141510559,0.7431094141510559,0.09392754760284336,251430,64590,0,coverage_pass
2155,saturation,high,"[40,41,27,50.0,0.0,0.0]",1640,40,41,27,50.0,0.0,verified,False,True,0.9998700916174298,0.9883866133706358,0.7428787336435588,0.7428787336435588,0.08794761769835953,251430,64648,0,coverage_pass
2156,saturation,high,"[40,41,28,50.0,0.0,0.0]",1640,40,41,28,50.0,0.0,verified,False,True,0.9999514626107714,0.9912304299661495,0.7368571769478582,0.7368571769478582,0.10068434565103047,251430,66162,0,coverage_pass
2157,saturation,high,"[41,40,30,50.0,0.0,0.0]",1640,41,40,30,50.0,0.0,verified,False,True,0.9999999999992907,0.9867611512184827,0.73431969136539,0.73431969136539,0.10282543132002968,251430,66800,0,coverage_pass
2158,saturation,high,"[40,41,29,50.0,0.0,0.0]",1640,40,41,29,50.0,0.0,verified,False,True,0.9999999999992907,0.9909650167193821,0.7310424372588792,0.7310424372588792,0.10268322812719868,251430,67624,0,coverage_pass
2159,saturation,high,"[41,40,31,50.0,0.0,0.0]",1640,41,40,31,50.0,0.0,verified,False,True,0.9998980658540781,0.9885129616646736,0.7291015391958,0.7291015391958,0.09594698934196813,251430,68112,0,coverage_pass
2160,saturation,high,"[41,40,32,50.0,0.0,0.0]",1640,41,40,32,50.0,0.0,verified,False,True,0.9999635141161729,0.9890148413138846,0.7257686035874796,0.7257686035874796,0.0645810047470169,251430,68950,0,coverage_pass
2161,saturation,high,"[40,41,30,50.0,0.0,0.0]",1640,40,41,30,50.0,0.0,verified,False,True,0.9999220152532109,0.9925911816283692,0.7252038340691246,0.7252038340691246,0.10612811001255397,251430,69092,0,coverage_pass
2162,saturation,high,"[40,41,31,50.0,0.0,0.0]",1640,40,41,31,50.0,0.0,verified,False,True,0.9999999999992907,0.9919380568498681,0.7202322714075489,0.7202322714075489,0.11165446176979016,251430,70342,0,coverage_pass
2163,saturation,high,"[41,40,33,50.0,0.0,0.0]",1640,41,40,33,50.0,0.0,verified,False,True,0.9995762194270122,0.9902361478011885,0.718999323867478,0.718999323867478,0.11098270838633605,251430,70652,0,coverage_pass
2164,saturation,high,"[40,41,32,50.0,0.0,0.0]",1640,40,41,32,50.0,0.0,verified,False,True,0.9999666114519108,0.9936458694886504,0.712468679155232,0.712468679155232,0.10361032910369804,251430,72294,0,coverage_pass
2165,saturation,high,"[41,40,34,50.0,0.0,0.0]",1640,41,40,34,50.0,0.0,verified,False,True,0.9999999999992907,0.9904477471025587,0.706820983971682,0.706820983971682,0.11714309786846118,251430,73714,0,coverage_pass
2166,saturation,low,"[28,60,0,50.0,0.0,0.0]",1680,28,60,0,50.0,0.0,active,False,False,0.9945044757224979,0.9437759146086304,0.676194939081537,0.676194939081537,0.04483294231716508,12804,4146,0,incomplete
2167,saturation,low,"[28,60,1,50.0,0.0,0.0]",1680,28,60,1,50.0,0.0,active,False,False,0.9935799950029168,0.9425306208881572,0.6757263355201499,0.6757263355201499,0.04609583012320294,12804,4152,0,incomplete
2168,saturation,low,"[28,60,2,50.0,0.0,0.0]",1680,28,60,2,50.0,0.0,active,False,False,0.9945558357624743,0.9440947550217386,0.676507341455795,0.676507341455795,0.047035550105568036,12804,4142,0,incomplete
2169,saturation,low,"[28,60,3,50.0,0.0,0.0]",1680,28,60,3,50.0,0.0,active,False,False,0.9933367344865041,0.9441170835596459,0.7208684786004373,0.7208684786004373,0.04826760369095775,12804,3574,0,incomplete
2170,saturation,low,"[28,60,4,50.0,0.0,0.0]",1680,28,60,4,50.0,0.0,active,False,False,0.9954289564420787,0.9456456585419448,0.7196188691034052,0.7196188691034052,0.04980628487672366,12804,3590,0,incomplete
2171,saturation,low,"[28,60,5,50.0,0.0,0.0]",1680,28,60,5,50.0,0.0,active,False,False,0.9938881552427768,0.9416243404684513,0.6946266791627617,0.6946266791627617,0.05537131682813549,12804,3910,0,incomplete
2172,saturation,low,"[28,60,6,50.0,0.0,0.0]",1680,28,60,6,50.0,0.0,active,False,False,0.9945588445810231,0.9404935166916257,0.6861918150577945,0.6861918150577945,0.05327336529305693,12804,4018,0,incomplete
2173,saturation,low,"[28,60,7,50.0,0.0,0.0]",1680,28,60,7,50.0,0.0,active,False,False,0.9934259148829869,0.9429570439020591,0.6915026554201812,0.6915026554201812,0.051999337165933995,12804,3950,0,incomplete
2174,saturation,low,"[28,60,8,50.0,0.0,0.0]",1680,28,60,8,50.0,0.0,active,False,False,0.9930406095208387,0.9412863801033,0.6910340518587941,0.6910340518587941,0.05093062504486057,12804,3956,0,incomplete
2175,saturation,low,"[28,60,9,50.0,0.0,0.0]",1680,28,60,9,50.0,0.0,active,False,False,0.994196315482637,0.9433788868352676,0.6994689159637614,0.6994689159637614,0.04929060019334708,12804,3848,0,incomplete
2176,saturation,low,"[28,60,10,50.0,0.0,0.0]",1680,28,60,10,50.0,0.0,active,False,False,0.9936827150828699,0.9410458765828955,0.7049359575132771,0.7049359575132771,0.04791860127355229,12804,3778,0,incomplete
2177,saturation,low,"[28,60,11,50.0,0.0,0.0]",1680,28,60,11,50.0,0.0,active,False,False,0.9946147178488229,0.944174413379932,0.6927522649172134,0.6927522649172134,0.04712564853904613,12804,3934,0,incomplete
2178,saturation,low,"[28,60,12,50.0,0.0,0.0]",1680,28,60,12,50.0,0.0,active,False,False,0.9933745548430103,0.9414080068080556,0.6936894720399875,0.6936894720399875,0.04735306196547646,12804,3922,0,incomplete
2179,saturation,low,"[28,60,13,50.0,0.0,0.0]",1680,28,60,13,50.0,0.0,active,False,False,0.9943594220582136,0.9385389143842079,0.676351140268666,0.676351140268666,0.04707246044425899,12804,4144,0,incomplete
2180,saturation,low,"[28,60,14,50.0,0.0,0.0]",1680,28,60,14,50.0,0.0,active,False,False,0.9933745548430107,0.945211380475173,0.662605435801312,0.662605435801312,0.04507109054535801,12804,4320,0,incomplete
2181,saturation,low,"[28,60,15,50.0,0.0,0.0]",1680,28,60,15,50.0,0.0,active,False,False,0.9945558357624743,0.9284705992561438,0.6551077788191191,0.6551077788191191,0.04515541048752523,12804,4416,0,incomplete
2182,saturation,low,"[28,60,16,50.0,0.0,0.0]",1680,28,60,16,50.0,0.0,active,False,False,0.9931811499572996,0.9557961037436864,0.6426116838487973,0.6426116838487973,0.04481751160110868,12804,4576,0,incomplete
2183,saturation,low,"[28,60,17,50.0,0.0,0.0]",1680,28,60,17,50.0,0.0,active,False,False,0.9950180761222643,0.922081897864923,0.6447985004686035,0.6447985004686035,0.044786528960596185,12804,4548,0,incomplete
2184,saturation,low,"[28,60,18,50.0,0.0,0.0]",1680,28,60,18,50.0,0.0,active,False,False,0.9942038375290095,0.9569326486755912,0.6471415182755389,0.6471415182755389,0.0447257655211646,12804,4518,0,incomplete
2185,saturation,low,"[28,60,19,50.0,0.0,0.0]",1680,28,60,19,50.0,0.0,active,False,False,0.9944531156825209,0.9270359358524912,0.647922524211184,0.647922524211184,0.04273416154729759,12804,4508,0,incomplete
2186,saturation,low,"[28,60,20,50.0,0.0,0.0]",1680,28,60,20,50.0,0.0,active,False,False,0.9932204747230812,0.9419727501933902,0.647922524211184,0.647922524211184,0.04250750985573986,12804,4508,0,incomplete
2187,saturation,low,"[28,60,21,50.0,0.0,0.0]",1680,28,60,21,50.0,0.0,active,False,False,0.993797470437018,0.9414836875474528,0.6491721337082161,0.6491721337082161,0.04248168207365488,12804,4492,0,incomplete
2188,saturation,low,"[28,60,22,50.0,0.0,0.0]",1680,28,60,22,50.0,0.0,active,False,False,0.99337455484301,0.9347304209481314,0.6512027491408935,0.6512027491408935,0.0425588378113661,12804,4466,0,incomplete
2189,saturation,low,"[28,60,23,50.0,0.0,0.0]",1680,28,60,23,50.0,0.0,active,False,False,0.9938367952027997,0.9466224274157744,0.6571383942517963,0.6571383942517963,0.04252492812484718,12804,4390,0,incomplete
2190,saturation,low,"[28,60,24,50.0,0.0,0.0]",1680,28,60,24,50.0,0.0,active,False,False,0.994453115682521,0.9378639413614106,0.6632302405498282,0.6632302405498282,0.04226351761446669,12804,4312,0,incomplete
2191,saturation,low,"[28,60,25,50.0,0.0,0.0]",1680,28,60,25,50.0,0.0,active,False,False,0.9937340751228465,0.9434200967334,0.6694782880349891,0.6694782880349891,0.04222089179377575,12804,4232,0,incomplete
2192,saturation,low,"[28,60,26,50.0,0.0,0.0]",1680,28,60,26,50.0,0.0,active,False,False,0.9939062081540693,0.9410777629023866,0.6736957200874727,0.6736957200874727,0.042954279894198484,12804,4178,0,incomplete
2193,saturation,low,"[28,60,27,50.0,0.0,0.0]",1680,28,60,27,50.0,0.0,active,False,False,0.993939515282753,0.9422720158722414,0.6747891283973758,0.6747891283973758,0.0443563767834056,12804,4164,0,incomplete
2194,saturation,low,"[30,56,0,50.0,0.0,0.0]",1680,30,56,0,50.0,0.0,active,False,False,0.9997431998001168,0.963174608559831,0.6661980631052796,0.6661980631052796,0.04108042401704791,12804,4274,0,incomplete
2195,saturation,low,"[30,56,1,50.0,0.0,0.0]",1680,30,56,1,50.0,0.0,active,False,False,0.9983208571890259,0.95729729691132,0.6677600749765699,0.6677600749765699,0.04298023782642666,12804,4254,0,incomplete
2196,saturation,low,"[30,56,2,50.0,0.0,0.0]",1680,30,56,2,50.0,0.0,active,False,False,1.0,0.9580626805359707,0.6711965010934083,0.6711965010934083,0.04333292894594244,12804,4210,0,incomplete
2197,saturation,low,"[30,56,3,50.0,0.0,0.0]",1680,30,56,3,50.0,0.0,active,False,False,0.997971829248025,0.9632463364859674,0.6746329272102468,0.6746329272102468,0.04461172102577782,12804,4166,0,incomplete
2198,saturation,low,"[30,56,4,50.0,0.0,0.0]",1680,30,56,4,50.0,0.0,active,False,False,1.0,0.9593824302755528,0.6783817557013433,0.6783817557013433,0.04633959329260022,12804,4118,0,incomplete
2199,saturation,low,"[30,56,5,50.0,0.0,0.0]",1680,30,56,5,50.0,0.0,active,False,False,0.9984078387607254,0.9649654592057246,0.6796313651983755,0.6796313651983755,0.04689907383043908,12804,4102,0,incomplete
2200,saturation,low,"[30,56,6,50.0,0.0,0.0]",1680,30,56,6,50.0,0.0,active,False,False,0.99969183976014,0.9618859118725617,0.6808809746954076,0.6808809746954076,0.047057042614003695,12804,4086,0,incomplete
2201,saturation,low,"[30,56,7,50.0,0.0,0.0]",1680,30,56,7,50.0,0.0,active,False,False,0.9995891196801868,0.9638284098384662,0.6821305841924399,0.6821305841924399,0.04913645136539749,12804,4070,0,incomplete
2202,saturation,low,"[30,56,8,50.0,0.0,0.0]",1680,30,56,8,50.0,0.0,active,False,False,0.9989754222851761,0.9636455347343621,0.7064979693845673,0.7064979693845673,0.05027527155630309,12804,3758,0,incomplete
